,train_loss,train_acc,val_loss,cal_acc
0,0.7088612090973627,49.73597139956471,0.6773834625879923,50.59027777777778
1,0.6881319596653893,55.54788258917202,0.6739895741144816,61.22222222222222
2,0.6738326407614208,59.824306836074726,0.6745670437812805,58.40277777777778
3,0.6489416048640296,61.378663292526674,0.639075517654419,67.0138888888889
4,0.6427223852702549,63.08876929103477,0.6307592391967773,60.47222222222222
5,0.634797127473922,69.42231211787158,0.6310858329137167,64.5625
6,0.6199167228880382,68.0080011754077,0.601431687672933,66.0486111111111
7,0.613354762395223,63.72393924683935,0.6056351860364279,73.77083333333333
8,0.5991085938044957,67.63222361788496,0.6024272640546163,63.59722222222222
9,0.5809362842923119,69.25989528465624,0.5993637243906657,70.0625
10,0.5703622301419576,73.01997111465343,0.5953182776769003,73.55555555555556
11,0.5540479677064079,73.71700176899235,0.5189760327339172,77.34027777777777
12,0.5459401990686145,76.1230878125474,0.5509108106295267,77.41666666666667
13,0.5326840253103347,76.97517618074748,0.5495307445526123,76.89583333333333
14,0.5187009502024877,74.38100461277139,0.5297118922074636,80.3888888888889
15,0.5081830407891955,74.47109400429228,0.5032752752304077,79.34722222222223
16,0.48774460667655584,81.24597408440293,0.5966516931851705,66.0486111111111
17,0.4967343452430907,74.75569757152432,0.4357423981030782,74.1388888888889
18,0.4614354343641372,83.00554214623455,0.5014313161373138,78.38194444444444
19,0.4810622050648644,77.37689096157838,0.486468642950058,77.8611111111111
20,0.436387361515136,81.79131005187539,0.5266728301843008,75.40972222222223
21,0.4345993399620056,77.99537898602847,0.406878521045049,75.25694444444444
22,0.43594690163930255,77.4370709128452,0.4222681125005086,77.2638888888889
23,0.42874498736290706,82.37980863925812,0.45789165298144024,75.33333333333333
24,0.4192347852956681,81.11800506683832,0.43185384074846905,77.8611111111111
25,0.4119231402873993,82.72053606677629,0.4327637354532878,81.875
26,0.39827793410846163,82.6822272245442,0.4162415067354838,78.75
27,0.3929816257385981,81.35868692814165,0.423928161462148,79.79166666666667
28,0.3839460064967473,81.84262565577889,0.45954301953315735,77.34027777777777
29,0.37345025227183387,83.25675401926594,0.4040980339050293,80.3888888888889
30,0.3618121785776956,84.29933847904583,0.3424156606197357,75.5486111111111
31,0.36809236946560087,81.65595299074762,0.34041690329710644,79.19444444444444
32,0.33287544051806134,90.60345779651209,0.4485718011856079,81.35416666666667
33,0.3613924199626559,84.29386899720772,0.37846071521441144,77.8611111111111
34,0.33012227146398454,86.9602620646671,0.41521037618319195,78.75
35,0.33415024550188155,83.51004913848239,0.375395526488622,77.34027777777777
36,0.3537510661851792,82.22293409646815,0.3202531039714813,75.18055555555556
37,0.3244936785527638,84.99084155633098,0.4190436204274495,80.3125
38,0.2912557004463105,88.89853188750037,0.38472511370976764,76.14583333333333
39,0.30532689747356234,86.36311481582054,0.3941752215226491,77.2638888888889
40,0.2862775233529863,88.28940902262032,0.41378752887248993,82.91666666666667
41,0.306954773409026,87.74761196810266,0.3914288381735484,80.3888888888889
42,0.31999007364114124,85.76760981115592,0.36405255397160846,82.6875
43,0.2892023204337983,87.90281679792818,0.34913217027982074,80.3125
44,0.27566546698411304,89.64028551027121,0.4119284550348918,80.83333333333333
45,0.2783272039322626,91.37782615832919,0.34967078765233356,79.19444444444444
46,0.25921873180639177,89.97902111578827,0.44001251459121704,84.77083333333333
47,0.270422406849407,89.11340504438014,0.41063790520032245,81.875
48,0.2542930096387863,89.36547494666051,0.39690877000490826,78.15277777777777
49,0.24631265941120328,91.32334768537231,0.3886142174402873,81.27777777777777
